epoch,train_loss,val_loss,val_mae,val_rmse,val_pearson,lr
1,0.8753840819597244,0.716887348331511,1.095418930053711,1.5101666450500488,0.5095025211172609,0.00019945218953682734
2,0.7190390713214875,0.6639232402667403,1.0461294651031494,1.45413339138031,0.5517232605329991,0.00019781476007338058
3,0.6606463301181793,0.6380155626684427,1.0126248598098755,1.3884657621383667,0.6168538130146634,0.00019510565162951537
4,0.6341579047441482,0.5764880967326462,0.9617321491241455,1.321051001548767,0.6399723762639439,0.00019135454576426006
5,0.6114350392818451,0.5835459427908063,0.9603514671325684,1.325303316116333,0.6622484035426809,0.00018660254037844388
6,0.5999358969926835,0.5232156445272267,0.8954302668571472,1.2701877355575562,0.6814591372436467,0.00018090169943749476
7,0.5775207909345627,0.5315900524146855,0.9063672423362732,1.2825571298599243,0.6819495675695179,0.00017431448254773944
8,0.5661225656270981,0.4887819290161133,0.8528419137001038,1.235667109489441,0.7011601589424603,0.00016691306063588583
9,0.5560561816692352,0.5295859612524509,0.8982316851615906,1.2694753408432007,0.6951363416189379,0.00015877852522924732
10,0.5412568711042404,0.46935452381148934,0.8334282040596008,1.2035067081451416,0.7162459723896651,0.00015000000000000001
11,0.5328799076080323,0.4845981243997812,0.8482491374015808,1.2194832563400269,0.7155138106561673,0.00014067366430758007
12,0.5224469872713089,0.4680646345950663,0.8305636048316956,1.196324110031128,0.7269252166423279,0.00013090169943749476
13,0.5173680540323258,0.4787260643206537,0.8395079970359802,1.2154583930969238,0.7291559092917028,0.00012079116908177594
14,0.510347814142704,0.44293053820729256,0.8014208078384399,1.1634553670883179,0.740226542587072,0.00011045284632676538
15,0.4961760233640671,0.4438736345618963,0.8027988076210022,1.1736581325531006,0.737001048911114,0.00010000000000000005
16,0.4919894161820412,0.4376899441704154,0.7940548658370972,1.1611251831054688,0.7415125754131233,8.954715367323469e-05
17,0.48668039447069167,0.43259790958836675,0.7852420210838318,1.1599160432815552,0.7452247829594854,7.920883091822407e-05
18,0.4786761727929115,0.43316621659323573,0.7883908152580261,1.163986086845398,0.7447599782189283,6.909830056250527e-05
19,0.4784985553026199,0.4498247024603188,0.8113036155700684,1.1695401668548584,0.7535858394125305,5.9326335692419995e-05
20,0.46892823362350466,0.4170066355727613,0.7688955664634705,1.1322354078292847,0.7559854305169189,5.0000000000000036e-05
21,0.46371100652217867,0.41859117383137345,0.7709982991218567,1.1418858766555786,0.7535449719342219,4.122147477075271e-05
22,0.46318338096141815,0.4103031833656132,0.7612175941467285,1.1212927103042603,0.7603545639810749,3.308693936411422e-05
23,0.45619256132841113,0.4174721457529813,0.7693394422531128,1.1393823623657227,0.757631109675863,2.5685517452260594e-05
24,0.45400721073150635,0.41168533731251955,0.7610452771186829,1.130016565322876,0.7588034114722065,1.9098300562505273e-05
25,0.45128691160678863,0.42477209819480777,0.7789399027824402,1.147260069847107,0.756648828037084,1.3397459621556136e-05
26,0.4486669309139252,0.4165986352600157,0.7696067094802856,1.1357924938201904,0.7599803292483378,8.645454235739906e-06
27,0.45019703739881517,0.4067051806487143,0.754858672618866,1.1249955892562866,0.7611115104289241,4.894348370484648e-06
28,0.445290142595768,0.40813877806067467,0.7574628591537476,1.1251577138900757,0.7618318769358722,2.185239926619432e-06
29,0.4466574565768242,0.4087771428748965,0.757899284362793,1.1263428926467896,0.7617188636637608,5.478104631726601e-07
30,0.4443730975985527,0.4085281528532505,0.7576517462730408,1.1262710094451904,0.7618041918467393,0.0
